Group ,Subgroup,Language,State,Number of speakers1,Margin of Error2,"Speak English less than ""Very Well""1",Margin of Error2
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbian,Maryland,900,313,310,175
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Bielorussian,Maryland,(D),(D),(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Ukrainian,Maryland,"2,155",453,685,216
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Czech,Maryland,915,228,180,97
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Slovak,Maryland,550,203,155,116
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Bulgarian,Maryland,"1,545",484,300,199
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Macedonian,Maryland,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Slovene,Maryland,210,116,55,56
OTHER INDO-EUROPEAN LANGUAGES,.Armenian,.Armenian,Maryland,"1,634",435,377,155
OTHER INDO-EUROPEAN LANGUAGES,.Persian,.Persian,Maryland,"13,898","1,143","4,794",584
OTHER INDO-EUROPEAN LANGUAGES,.Hindi,.Hindi,Maryland,"16,192","1,611","2,558",537
OTHER INDO-EUROPEAN LANGUAGES,.Gujarati,.Gujarati,Maryland,"9,631","1,177","3,647",601
OTHER INDO-EUROPEAN LANGUAGES,.Urdu,.Urdu,Maryland,"16,765","1,559","4,987",723
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..India n.e.c.3,Maryland,560,269,145,112
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Bengali,Maryland,"8,435","1,121","2,280",452
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Panjabi,Maryland,"3,270",742,"1,100",387
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Marathi,Maryland,"1,600",391,110,81
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Bihari,Maryland,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Oriya,Maryland,170,136,35,41
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Assamese,Maryland,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Kashmiri,Maryland,120,100,35,33
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Nepali,Maryland,"4,240",849,"2,170",479
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Sindhi,Maryland,255,145,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Pakistan n.e.c.3,Maryland,815,449,135,77
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Sinhalese,Maryland,"1,885",517,560,260
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Romany,Maryland,35,40,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Jamaican Creole,Maryland,730,276,185,130
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Krio,Maryland,"2,360",615,655,383
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Pidgin,Maryland,500,242,190,115
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Gullah,Maryland,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Catalonian,Maryland,155,106,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Romanian,Maryland,"1,930",381,535,179
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Welsh,Maryland,30,31,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Irish Gaelic,Maryland,340,151,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Scottic Gaelic,Maryland,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Albanian,Maryland,685,278,210,109
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Lithuanian,Maryland,630,194,175,89
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Latvian,Maryland,830,348,240,177
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Pashto,Maryland,375,227,85,75
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Kurdish,Maryland,140,102,65,75
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Chinese,Maryland,"46,830","2,016","22,605","1,529"
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Hakka,Maryland,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Cantonese,Maryland,"3,820",561,"1,735",349
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Mandarin,Maryland,"9,210","1,083","3,385",566
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Formosan,Maryland,"2,020",419,955,257
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Wu,Maryland,45,44,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Japanese,.Japanese,Maryland,"6,249",711,"2,318",422
ASIAN AND PACIFIC ISLAND LANGUAGES,.Korean,.Korean,Maryland,"38,029","2,211","21,151","1,625"
ASIAN AND PACIFIC ISLAND LANGUAGES,".Mon-Khmer, Cambodian",".Mon-Khmer, Cambodian",Maryland,"1,974",635,813,210
ASIAN AND PACIFIC ISLAND LANGUAGES,.Hmong,.Hmong,Maryland,7,15,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Thai,.Thai,Maryland,"3,710",563,"1,675",342
ASIAN AND PACIFIC ISLAND LANGUAGES,.Laotian,.Laotian,Maryland,914,342,469,213
ASIAN AND PACIFIC ISLAND LANGUAGES,.Vietnamese,.Vietnamese,Maryland,"21,268","1,772","12,413","1,336"
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Kazakh,Maryland,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Kirghiz,Maryland,55,54,30,34
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Uighur,Maryland,205,153,165,138
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Azerbaijani,Maryland,270,265,150,168
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Turkish,Maryland,"3,555",680,"1,200",402
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Mongolian,Maryland,170,118,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Dravidian,Maryland,40,36,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Gondi,Maryland,75,79,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Telugu,Maryland,"6,845","1,075","1,000",282
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Kannada,Maryland,"1,245",316,205,132
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Malayalam,Maryland,"4,190",675,975,228
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tamil,Maryland,"6,135",707,995,256
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Munda,Maryland,15,16,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tibetan,Maryland,280,177,180,129
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Burmese,Maryland,"2,330",693,"1,320",493
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Mien,Maryland,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Paleo-siberian,Maryland,45,78,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Tagalog,.Tagalog,Maryland,"32,818","1,977","10,304",965
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Indonesian,Maryland,"1,590",423,585,217
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Balinese,Maryland,275,334,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Malagasy,Maryland,120,119,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Malay,Maryland,315,176,80,80
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Bisayan,Maryland,395,168,50,33
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Sebuano,Maryland,400,183,140,111
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Ilocano,Maryland,590,327,210,166
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Bikol,Maryland,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Pampangan,Maryland,280,210,90,87
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Micronesian,Maryland,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Chamorro,Maryland,35,28,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Palau,Maryland,100,94,4,25
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Trukese,Maryland,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Melanesian,Maryland,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Samoan,Maryland,65,50,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Tongan,Maryland,80,100,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Hawaiian,Maryland,60,65,(D),(D)
ALL OTHER LANGUAGES,.Navajo,.Navajo,Maryland,97,82,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Inupik,Maryland,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Cree,Maryland,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Ojibwa,Maryland,70,80,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Makah,Maryland,35,51,35,51
ALL OTHER LANGUAGES,.Other Native North American languages,..Kuchin,Maryland,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Apache,Maryland,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Santiam,Maryland,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Karok,Maryland,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Walapai,Maryland,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Dakota,Maryland,65,52,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Choctaw,Maryland,520,437,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Muskogee,Maryland,80,107,80,107
ALL OTHER LANGUAGES,.Other Native North American languages,..Keres,Maryland,70,109,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Mohawk,Maryland,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Cherokee,Maryland,55,51,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Zuni,Maryland,35,45,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..American Indian,Maryland,135,101,(D),(D)
ALL OTHER LANGUAGES,.Hungarian,.Hungarian,Maryland,"2,057",411,518,201
ALL OTHER LANGUAGES,.Arabic,.Arabic,Maryland,"14,847","1,545","3,431",606
ALL OTHER LANGUAGES,.Hebrew,.Hebrew,Maryland,"6,092",704,699,198
ALL OTHER LANGUAGES,.African languages,..Amharic,Maryland,"19,855","1,390","7,435",846
ALL OTHER LANGUAGES,.African languages,..Berber,Maryland,260,322,145,172
ALL OTHER LANGUAGES,.African languages,..Chadic,Maryland,460,224,165,134
ALL OTHER LANGUAGES,.African languages,..Cushite,Maryland,"1,375",540,495,216
ALL OTHER LANGUAGES,.African languages,..Sudanic,Maryland,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.African languages,..Nilotic,Maryland,145,80,(D),(D)
ALL OTHER LANGUAGES,.African languages,..Khoisan,Maryland,55,89,20,32
ALL OTHER LANGUAGES,.African languages,..Swahili,Maryland,"6,170",904,"1,395",355
ALL OTHER LANGUAGES,.African languages,..Bantu,Maryland,"3,925",711,820,290
ALL OTHER LANGUAGES,.African languages,..Mande,Maryland,"1,430",345,455,216
ALL OTHER LANGUAGES,.African languages,..Fulani,Maryland,"3,425",709,"1,155",345
ALL OTHER LANGUAGES,.African languages,..Gur,Maryland,110,98,(D),(D)
ALL OTHER LANGUAGES,.African languages,"..Kru, Ibo, Yoruba",Maryland,"33,510","2,059","5,605",801
ALL OTHER LANGUAGES,.African languages,..Efik,Maryland,430,205,70,51
ALL OTHER LANGUAGES,.African languages,..Mbum (and related),Maryland,80,93,(D),(D)
ALL OTHER LANGUAGES,.African languages,..African,Maryland,230,138,40,36
ALL OTHER LANGUAGES,.Other and unspecified languages,..Finnish,Maryland,260,142,(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Estonian,Maryland,225,93,45,45
ALL OTHER LANGUAGES,.Other and unspecified languages,..Caucasian,Maryland,310,215,130,102
ALL OTHER LANGUAGES,.Other and unspecified languages,..Syriac,Maryland,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Mayan languages,Maryland,30,27,(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Quechua,Maryland,45,48,45,48
ALL OTHER LANGUAGES,.Other and unspecified languages,..Tupi-Guarani,Maryland,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Uncodable,Maryland,80,48,(B),--
Total,Total,Total Speakers,Massachusetts,"6,238,762",273,"553,602","5,266"
English,English,English,Massachusetts,"4,871,680","7,523",(X),(X)
SPANISH AND SPANISH CREOLE,Spanish,..Spanish,Massachusetts,"502,615","3,610","215,650","3,317"
SPANISH AND SPANISH CREOLE,Spanish,..Pachuco,Massachusetts,(D),(D),(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..French,Massachusetts,"60,905","2,149","11,780","1,048"
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..Patois,Massachusetts,"2,005",590,295,133
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..Cajun,Massachusetts,30,27,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.French Creole,.French Creole,Massachusetts,"64,549","2,967","28,704","1,841"
OTHER INDO-EUROPEAN LANGUAGES,.Italian,.Italian,Massachusetts,"38,919","1,599","10,295",795
OTHER INDO-EUROPEAN LANGUAGES,.Portuguese (incl. Portuguese Creole),..Portuguese,Massachusetts,"181,810","4,721","84,725","2,948"
OTHER INDO-EUROPEAN LANGUAGES,.Portuguese (incl. Portuguese Creole),..Papia Mentae,Massachusetts,110,85,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.German (incl. Luxembourgian),..German,Massachusetts,"17,515","1,127","1,840",292
OTHER INDO-EUROPEAN LANGUAGES,.Yiddish,.Yiddish,Massachusetts,785,161,69,49
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Dutch,Massachusetts,"3,365",558,295,182
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Afrikaans,Massachusetts,375,136,35,38
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Swedish,Massachusetts,"2,185",390,95,50
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Danish,Massachusetts,800,216,60,52
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Norwegian,Massachusetts,825,205,55,35
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Icelandic,Massachusetts,215,111,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Greek,.Greek,Massachusetts,"23,991","1,615","6,752",749
OTHER INDO-EUROPEAN LANGUAGES,.Russian,.Russian,Massachusetts,"36,549","1,939","16,341","1,181"
OTHER INDO-EUROPEAN LANGUAGES,.Polish,.Polish,Massachusetts,"19,235","1,226","6,255",834
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbocroatian,Massachusetts,"3,170",920,"1,180",381
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Croatian,Massachusetts,770,307,145,107
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbian,Massachusetts,870,232,130,91
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Bielorussian,Massachusetts,100,111,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Ukrainian,Massachusetts,"3,000",581,"1,320",324
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Czech,Massachusetts,"1,000",370,175,154
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Slovak,Massachusetts,235,105,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Bulgarian,Massachusetts,"2,300",471,545,200
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Macedonian,Massachusetts,290,171,65,54
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Slovene,Massachusetts,45,36,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Armenian,.Armenian,Massachusetts,"8,104","1,138","1,957",430
OTHER INDO-EUROPEAN LANGUAGES,.Persian,.Persian,Massachusetts,"6,453","1,035","2,281",581
OTHER INDO-EUROPEAN LANGUAGES,.Hindi,.Hindi,Massachusetts,"18,845","1,461","3,370",606
OTHER INDO-EUROPEAN LANGUAGES,.Gujarati,.Gujarati,Massachusetts,"8,926","1,047","3,165",588
OTHER INDO-EUROPEAN LANGUAGES,.Urdu,.Urdu,Massachusetts,"6,303","1,009","1,618",412
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..India n.e.c.3,Massachusetts,"1,415",477,690,354
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Bengali,Massachusetts,"4,995",697,"1,685",391
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Panjabi,Massachusetts,"2,980",624,"1,375",506
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Marathi,Massachusetts,"3,020",590,640,344
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Bihari,Massachusetts,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Rajasthani,Massachusetts,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Oriya,Massachusetts,85,76,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Assamese,Massachusetts,80,75,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Kashmiri,Massachusetts,40,40,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Nepali,Massachusetts,"5,415","1,033","2,375",558
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Sindhi,Massachusetts,125,91,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Pakistan n.e.c.3,Massachusetts,185,162,70,80
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Sinhalese,Massachusetts,500,198,75,56
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Romany,Massachusetts,(D),(D),(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Jamaican Creole,Massachusetts,875,292,190,129
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Krio,Massachusetts,95,75,30,24
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Pidgin,Massachusetts,40,64,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Catalonian,Massachusetts,105,88,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Romanian,Massachusetts,"2,675",558,"1,035",348
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Welsh,Massachusetts,95,64,20,20
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Irish Gaelic,Massachusetts,"2,445",458,225,94
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Scottic Gaelic,Massachusetts,145,112,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Albanian,Massachusetts,"9,580","1,184","4,685",779
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Lithuanian,Massachusetts,"2,345",357,505,177
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Latvian,Massachusetts,505,159,115,58
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Pashto,Massachusetts,325,232,105,78
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Kurdish,Massachusetts,115,92,45,43
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Chinese,Massachusetts,"70,395","2,552","38,015","2,065"
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Hakka,Massachusetts,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Cantonese,Massachusetts,"18,920","1,542","11,020","1,161"
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Mandarin,Massachusetts,"15,365","1,404","6,625",938
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Fuchow,Massachusetts,215,280,210,280
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Formosan,Massachusetts,"1,730",406,665,264
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Wu,Massachusetts,60,45,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Japanese,.Japanese,Massachusetts,"8,408",872,"3,321",514
ASIAN AND PACIFIC ISLAND LANGUAGES,.Korean,.Korean,Massachusetts,"16,962","1,505","7,840",935
ASIAN AND PACIFIC ISLAND LANGUAGES,".Mon-Khmer, Cambodian",".Mon-Khmer, Cambodian",Massachusetts,"21,869","1,594","11,369",944
ASIAN AND PACIFIC ISLAND LANGUAGES,.Hmong,.Hmong,Massachusetts,563,282,305,177
ASIAN AND PACIFIC ISLAND LANGUAGES,.Thai,.Thai,Massachusetts,"2,753",550,"1,547",412
ASIAN AND PACIFIC ISLAND LANGUAGES,.Laotian,.Laotian,Massachusetts,"3,113",699,"1,468",348
ASIAN AND PACIFIC ISLAND LANGUAGES,.Vietnamese,.Vietnamese,Massachusetts,"40,302","2,386","24,741","1,712"
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Kazakh,Massachusetts,30,29,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Uighur,Massachusetts,55,70,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Azerbaijani,Massachusetts,160,170,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Turkish,Massachusetts,"4,425",642,"1,270",356
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Mongolian,Massachusetts,205,221,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Dravidian,Massachusetts,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Gondi,Massachusetts,30,52,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Telugu,Massachusetts,"7,625",921,"1,850",476
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Kannada,Massachusetts,"2,315",520,325,185
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Malayalam,Massachusetts,"2,505",587,585,273
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tamil,Massachusetts,"7,630","1,013","1,075",332
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Munda,Massachusetts,130,117,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tibetan,Massachusetts,760,281,225,134
