Group,Subgroup,Language,State,State_ID,Speakers,Margin of Error,"Speak English less than ""Very Well""",Margin of Error.1
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Malagasy,Wisconsin,WI,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Malay,Wisconsin,WI,170,87,100,70
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Bisayan,Wisconsin,WI,135,111,60,39
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Sebuano,Wisconsin,WI,195,114,105,71
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Ilocano,Wisconsin,WI,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Chamorro,Wisconsin,WI,125,66,60,50
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Marshallese,Wisconsin,WI,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Palau,Wisconsin,WI,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Trukese,Wisconsin,WI,15,17,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Melanesian,Wisconsin,WI,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Polynesian,Wisconsin,WI,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Samoan,Wisconsin,WI,100,104,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Tongan,Wisconsin,WI,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Maori,Wisconsin,WI,4,11,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Hawaiian,Wisconsin,WI,85,56,,
ALL OTHER LANGUAGES,Navajo,Navajo,Wisconsin,WI,113,72,10,11
ALL OTHER LANGUAGES,Other Native North American languages,Inupik,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Algonquian,Wisconsin,WI,180,252,145,211
ALL OTHER LANGUAGES,Other Native North American languages,Blackfoot,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Cree,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Delaware,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Menomini,Wisconsin,WI,200,112,45,33
ALL OTHER LANGUAGES,Other Native North American languages,French Cree,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Ojibwa,Wisconsin,WI,1405,219,75,34
ALL OTHER LANGUAGES,Other Native North American languages,Ottawa,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Potawatomi,Wisconsin,WI,230,110,,
ALL OTHER LANGUAGES,Other Native North American languages,Shawnee,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Haida,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Kuchin,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Apache,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Crow,Wisconsin,WI,10,10,,
ALL OTHER LANGUAGES,Other Native North American languages,Dakota,Wisconsin,WI,135,67,,
ALL OTHER LANGUAGES,Other Native North American languages,Winnebago,Wisconsin,WI,1225,241,140,59
ALL OTHER LANGUAGES,Other Native North American languages,Choctaw,Wisconsin,WI,85,60,,
ALL OTHER LANGUAGES,Other Native North American languages,Muskogee,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Iroquois,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Oneida,Wisconsin,WI,590,188,60,57
ALL OTHER LANGUAGES,Other Native North American languages,Cherokee,Wisconsin,WI,45,39,,
ALL OTHER LANGUAGES,Other Native North American languages,Ute,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other Native North American languages,American Indian,Wisconsin,WI,115,46,,
ALL OTHER LANGUAGES,Hungarian,Hungarian,Wisconsin,WI,544,136,155,65
ALL OTHER LANGUAGES,Arabic,Arabic,Wisconsin,WI,6324,951,2400,448
ALL OTHER LANGUAGES,Hebrew,Hebrew,Wisconsin,WI,1077,305,172,156
ALL OTHER LANGUAGES,African languages,Amharic,Wisconsin,WI,390,146,70,49
ALL OTHER LANGUAGES,African languages,Berber,Wisconsin,WI,35,57,,
ALL OTHER LANGUAGES,African languages,Cushite,Wisconsin,WI,1490,477,715,230
ALL OTHER LANGUAGES,African languages,Sudanic,Wisconsin,WI,115,147,55,52
ALL OTHER LANGUAGES,African languages,Nilotic,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,African languages,Nilo-Saharan,Wisconsin,WI,15,30,10,17
ALL OTHER LANGUAGES,African languages,Swahili,Wisconsin,WI,515,190,190,167
ALL OTHER LANGUAGES,African languages,Bantu,Wisconsin,WI,185,101,50,49
ALL OTHER LANGUAGES,African languages,Mande,Wisconsin,WI,450,227,105,72
ALL OTHER LANGUAGES,African languages,Fulani,Wisconsin,WI,165,124,85,105
ALL OTHER LANGUAGES,African languages,"Kru, Ibo, Yoruba",Wisconsin,WI,1920,495,385,142
ALL OTHER LANGUAGES,African languages,Efik,Wisconsin,WI,90,94,,
ALL OTHER LANGUAGES,African languages,African,Wisconsin,WI,35,40,35,40
ALL OTHER LANGUAGES,Other and unspecified languages,Finnish,Wisconsin,WI,640,143,140,66
ALL OTHER LANGUAGES,Other and unspecified languages,Estonian,Wisconsin,WI,85,63,35,32
ALL OTHER LANGUAGES,Other and unspecified languages,Caucasian,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other and unspecified languages,Syriac,Wisconsin,WI,40,32,20,22
ALL OTHER LANGUAGES,Other and unspecified languages,Mayan languages,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other and unspecified languages,Oto - Manguen,Wisconsin,WI,55,65,35,38
ALL OTHER LANGUAGES,Other and unspecified languages,Arawakian,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other and unspecified languages,Chibchan,Wisconsin,WI,,,,
ALL OTHER LANGUAGES,Other and unspecified languages,Uncodable,Wisconsin,WI,135,67,,
ENGLISH,English,English,Wyoming,WY,494556,1587,,
SPANISH AND SPANISH CREOLE,Spanish and Spanish Creole,Spanish,Wyoming,WY,25530,1273,8200,833
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",French,Wyoming,WY,1000,220,70,48
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",Patois,Wyoming,WY,15,24,15,24
OTHER INDO-EUROPEAN LANGUAGES,French Creole,French Creole,Wyoming,WY,3,6,,
OTHER INDO-EUROPEAN LANGUAGES,Italian,Italian,Wyoming,WY,256,97,84,64
OTHER INDO-EUROPEAN LANGUAGES,Portuguese (incl. Portuguese Creole),Portuguese,Wyoming,WY,505,272,,
OTHER INDO-EUROPEAN LANGUAGES,German (incl. Luxembourgian),German,Wyoming,WY,1635,276,225,92
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Pennsylvania Dutch,Wyoming,WY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Dutch,Wyoming,WY,70,56,,
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Afrikaans,Wyoming,WY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Swedish,Wyoming,WY,45,46,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Danish,Wyoming,WY,50,31,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Norwegian,Wyoming,WY,45,43,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Icelandic,Wyoming,WY,55,54,,
OTHER INDO-EUROPEAN LANGUAGES,Greek,Greek,Wyoming,WY,267,123,82,69
OTHER INDO-EUROPEAN LANGUAGES,Russian,Russian,Wyoming,WY,344,189,48,35
OTHER INDO-EUROPEAN LANGUAGES,Polish,Polish,Wyoming,WY,106,65,14,23
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Serbocroatian,Wyoming,WY,15,17,,
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Croatian,Wyoming,WY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Serbian,Wyoming,WY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Ukrainian,Wyoming,WY,25,28,20,20
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Czech,Wyoming,WY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Slovak,Wyoming,WY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Bulgarian,Wyoming,WY,110,97,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Slovene,Wyoming,WY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Persian,Persian,Wyoming,WY,126,87,35,33
OTHER INDO-EUROPEAN LANGUAGES,Hindi,Hindi,Wyoming,WY,29,53,,
OTHER INDO-EUROPEAN LANGUAGES,Gujarati,Gujarati,Wyoming,WY,42,66,42,66
OTHER INDO-EUROPEAN LANGUAGES,Urdu,Urdu,Wyoming,WY,84,79,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,India,Wyoming,WY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Bengali,Wyoming,WY,35,32,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Panjabi,Wyoming,WY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Marathi,Wyoming,WY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Nepali,Wyoming,WY,90,88,55,57
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Romany,Wyoming,WY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Jamaican Creole,Wyoming,WY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Pidgin,Wyoming,WY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Romanian,Wyoming,WY,185,166,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Irish Gaelic,Wyoming,WY,20,23,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Albanian,Wyoming,WY,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Latvian,Wyoming,WY,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Chinese,Wyoming,WY,420,161,200,89
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Cantonese,Wyoming,WY,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Mandarin,Wyoming,WY,280,263,185,232
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Formosan,Wyoming,WY,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Japanese,Japanese,Wyoming,WY,231,96,52,43
ASIAN AND PACIFIC ISLAND LANGUAGES,Korean,Korean,Wyoming,WY,343,166,152,95
ASIAN AND PACIFIC ISLAND LANGUAGES,Hmong,Hmong,Wyoming,WY,30,45,30,45
ASIAN AND PACIFIC ISLAND LANGUAGES,Thai,Thai,Wyoming,WY,161,128,6,11
ASIAN AND PACIFIC ISLAND LANGUAGES,Laotian,Laotian,Wyoming,WY,2,4,2,4
ASIAN AND PACIFIC ISLAND LANGUAGES,Vietnamese,Vietnamese,Wyoming,WY,160,146,57,82
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Kazakh,Wyoming,WY,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Turkish,Wyoming,WY,70,64,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Turkmen,Wyoming,WY,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Telugu,Wyoming,WY,50,71,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Kannada,Wyoming,WY,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Tamil,Wyoming,WY,70,71,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Munda,Wyoming,WY,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Tibetan,Wyoming,WY,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Burmese,Wyoming,WY,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Tagalog,Tagalog,Wyoming,WY,624,207,216,109
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Indonesian,Wyoming,WY,140,121,55,57
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Bisayan,Wyoming,WY,10,10,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Sebuano,Wyoming,WY,85,108,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Chamorro,Wyoming,WY,20,31,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Ponapean,Wyoming,WY,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Melanesian,Wyoming,WY,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Polynesian,Wyoming,WY,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Samoan,Wyoming,WY,10,14,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Tongan,Wyoming,WY,10,15,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Fijian,Wyoming,WY,10,8,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Hawaiian,Wyoming,WY,50,90,,
ALL OTHER LANGUAGES,Navajo,Navajo,Wyoming,WY,162,121,18,24
ALL OTHER LANGUAGES,Other Native North American languages,Aleut,Wyoming,WY,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Arapaho,Wyoming,WY,795,196,15,12
ALL OTHER LANGUAGES,Other Native North American languages,Blackfoot,Wyoming,WY,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Cheyenne,Wyoming,WY,10,15,,
ALL OTHER LANGUAGES,Other Native North American languages,Cree,Wyoming,WY,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Ojibwa,Wyoming,WY,25,22,,
ALL OTHER LANGUAGES,Other Native North American languages,Salish,Wyoming,WY,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Apache,Wyoming,WY,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Crow,Wyoming,WY,25,19,,
ALL OTHER LANGUAGES,Other Native North American languages,Dakota,Wyoming,WY,15,13,,
ALL OTHER LANGUAGES,Other Native North American languages,Osage,Wyoming,WY,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Seneca,Wyoming,WY,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Cherokee,Wyoming,WY,25,33,,
ALL OTHER LANGUAGES,Other Native North American languages,Comanche,Wyoming,WY,15,25,,
ALL OTHER LANGUAGES,Other Native North American languages,Northern Paiute,Wyoming,WY,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Shoshoni,Wyoming,WY,415,142,,
ALL OTHER LANGUAGES,Other Native North American languages,Tewa,Wyoming,WY,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Towa,Wyoming,WY,,,,
ALL OTHER LANGUAGES,Other Native North American languages,American Indian,Wyoming,WY,60,73,,
ALL OTHER LANGUAGES,Hungarian,Hungarian,Wyoming,WY,76,66,9,15
ALL OTHER LANGUAGES,Arabic,Arabic,Wyoming,WY,116,100,10,17
ALL OTHER LANGUAGES,Hebrew,Hebrew,Wyoming,WY,29,38,6,8
ALL OTHER LANGUAGES,African languages,Amharic,Wyoming,WY,65,58,40,36
ALL OTHER LANGUAGES,African languages,Swahili,Wyoming,WY,65,68,,
ALL OTHER LANGUAGES,African languages,Bantu,Wyoming,WY,75,146,,
ALL OTHER LANGUAGES,African languages,"Kru, Ibo, Yoruba",Wyoming,WY,115,81,50,52
ALL OTHER LANGUAGES,Other and unspecified languages,Finnish,Wyoming,WY,20,16,,
ALL OTHER LANGUAGES,Other and unspecified languages,Uncodable,Wyoming,WY,60,45,,
ENGLISH,English,English,Puerto Rico,PR,171709,3519,,
SPANISH AND SPANISH CREOLE,Spanish and Spanish Creole,Spanish,Puerto Rico,PR,3291955,3671,2772730,6786
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",French,Puerto Rico,PR,1015,257,300,124
OTHER INDO-EUROPEAN LANGUAGES,French Creole,French Creole,Puerto Rico,PR,43,49,23,37
OTHER INDO-EUROPEAN LANGUAGES,Italian,Italian,Puerto Rico,PR,388,106,142,67
OTHER INDO-EUROPEAN LANGUAGES,Portuguese (incl. Portuguese Creole),Portuguese,Puerto Rico,PR,505,158,225,104
OTHER INDO-EUROPEAN LANGUAGES,German (incl. Luxembourgian),German,Puerto Rico,PR,390,149,125,88
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Dutch,Puerto Rico,PR,40,42,,
OTHER INDO-EUROPEAN LANGUAGES,Greek,Greek,Puerto Rico,PR,55,67,9,13
OTHER INDO-EUROPEAN LANGUAGES,Russian,Russian,Puerto Rico,PR,71,106,5,7
OTHER INDO-EUROPEAN LANGUAGES,Polish,Polish,Puerto Rico,PR,43,60,7,12
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Ukrainian,Puerto Rico,PR,40,50,40,50
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Bulgarian,Puerto Rico,PR,,,,
OTHER INDO-EUROPEAN LANGUAGES,Persian,Persian,Puerto Rico,PR,14,16,,
OTHER INDO-EUROPEAN LANGUAGES,Hindi,Hindi,Puerto Rico,PR,111,86,68,68
OTHER INDO-EUROPEAN LANGUAGES,Urdu,Urdu,Puerto Rico,PR,12,19,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Bengali,Puerto Rico,PR,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Nepali,Puerto Rico,PR,15,17,15,17
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Catalonian,Puerto Rico,PR,75,65,55,45
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Romanian,Puerto Rico,PR,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Chinese,Puerto Rico,PR,1055,526,1015,520
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Cantonese,Puerto Rico,PR,145,134,120,125
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Mandarin,Puerto Rico,PR,65,70,60,68
ASIAN AND PACIFIC ISLAND LANGUAGES,Japanese,Japanese,Puerto Rico,PR,122,102,40,40
ASIAN AND PACIFIC ISLAND LANGUAGES,Korean,Korean,Puerto Rico,PR,69,55,37,34
ASIAN AND PACIFIC ISLAND LANGUAGES,Vietnamese,Vietnamese,Puerto Rico,PR,100,92,44,44
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Telugu,Puerto Rico,PR,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Tagalog,Tagalog,Puerto Rico,PR,71,64,19,23
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Ilocano,Puerto Rico,PR,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Chamorro,Puerto Rico,PR,,,,
ALL OTHER LANGUAGES,Other Native North American languages,American Indian,Puerto Rico,PR,45,51,,
ALL OTHER LANGUAGES,Arabic,Arabic,Puerto Rico,PR,348,168,268,145
ALL OTHER LANGUAGES,Hebrew,Hebrew,Puerto Rico,PR,90,117,,
ALL OTHER LANGUAGES,Other and unspecified languages,Finnish,Puerto Rico,PR,,,,
ALL OTHER LANGUAGES,Other and unspecified languages,Uncodable,Puerto Rico,PR,25,26,,
ENGLISH,English,English,Louisiana,LA,"3,887,593","4,476",,
SPANISH AND SPANISH CREOLE,Spanish and Spanish Creole,Spanish,Louisiana,LA,"150,415","2,358","65,395","2,054"
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",French,Louisiana,LA,"101,330","2,402","16,060",863
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",Patois,Louisiana,LA,130,134,,
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",Cajun,Louisiana,LA,"18,470","1,036","2,235",295
OTHER INDO-EUROPEAN LANGUAGES,French Creole,French Creole,Louisiana,LA,"6,706",886,649,170
OTHER INDO-EUROPEAN LANGUAGES,Italian,Italian,Louisiana,LA,"2,450",317,374,127
OTHER INDO-EUROPEAN LANGUAGES,Portuguese (incl. Portuguese Creole),Portuguese,Louisiana,LA,"3,115",750,"1,170",440
OTHER INDO-EUROPEAN LANGUAGES,German (incl. Luxembourgian),German,Louisiana,LA,"5,395",519,720,179
OTHER INDO-EUROPEAN LANGUAGES,German (incl. Luxembourgian),Luxembourgian,Louisiana,LA,,,,
OTHER INDO-EUROPEAN LANGUAGES,Yiddish,Yiddish,Louisiana,LA,52,50,2,5
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Dutch,Louisiana,LA,395,152,25,26
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Afrikaans,Louisiana,LA,95,119,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Swedish,Louisiana,LA,95,72,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Danish,Louisiana,LA,155,86,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Norwegian,Louisiana,LA,275,163,40,36
OTHER INDO-EUROPEAN LANGUAGES,Greek,Greek,Louisiana,LA,540,188,88,51
OTHER INDO-EUROPEAN LANGUAGES,Russian,Russian,Louisiana,LA,"1,779",476,520,216
OTHER INDO-EUROPEAN LANGUAGES,Polish,Polish,Louisiana,LA,844,229,80,48
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Serbocroatian,Louisiana,LA,300,250,110,113
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Croatian,Louisiana,LA,660,377,185,139
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Serbian,Louisiana,LA,30,38,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Ukrainian,Louisiana,LA,40,45,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Czech,Louisiana,LA,140,95,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Slovak,Louisiana,LA,40,40,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Bulgarian,Louisiana,LA,160,73,30,37
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Macedonian,Louisiana,LA,50,42,,
OTHER INDO-EUROPEAN LANGUAGES,Armenian,Armenian,Louisiana,LA,63,78,10,18
OTHER INDO-EUROPEAN LANGUAGES,Persian,Persian,Louisiana,LA,"1,454",397,378,173
OTHER INDO-EUROPEAN LANGUAGES,Hindi,Hindi,Louisiana,LA,"1,860",478,327,166
OTHER INDO-EUROPEAN LANGUAGES,Gujarati,Gujarati,Louisiana,LA,"1,079",332,353,166
OTHER INDO-EUROPEAN LANGUAGES,Urdu,Urdu,Louisiana,LA,"2,223",554,743,284
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,India,Louisiana,LA,780,449,310,229
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Bengali,Louisiana,LA,905,316,320,183
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Panjabi,Louisiana,LA,475,233,110,97
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Marathi,Louisiana,LA,355,212,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Oriya,Louisiana,LA,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Nepali,Louisiana,LA,340,187,185,118
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Sindhi,Louisiana,LA,20,29,,
